subId,subjectName,subjectType,subName
515,Advanced Structural Design,Theory,CE471
516,Building Technology And Management,Theory,BTM
517,Environmental Engineering II,Theory,CE402
518,Highway and Airfield Pavements,Theory,HAP
519,Finite Element Analysis,Theory,ME469
520,Environmental Pollution Control Techniques,Theory,EPCT
521,Environmental Engineering Lab,Theory,CE431
522,Digital Electronics,Theory,DE
523,Analog Communication,Theory,AC
524,Analog Circuits -II,Theory,AC II
525,Analog Circuits -II Lab,Theory,ACII LAB
526,Analog Communication Lab,Theory,AC LAB
527,Thermal Systems & Applications,Theory,TSA
528,Mechatronics & Control Systems,Theory,MCS
529,Composite Materials Technology,Theory,CMT
530,Metrology & Machine Tools,Theory,MMT
531,Project Management,Theory,PM
532,Heat Engines Lab,Theory,ME333
533,Machine Tool Lab,Theory,MTL
534,Hydraulic Machines,Theory,HM
535,Hydraulic Machines Lab,Theory,HML
536,MECHANICAL SYSTEMS LABORATORY ,Theory,MSL
537,PRODUCTION ENGINEERING ,Theory,PM
538,NON DESTRUCTIVE TESTING,Theory,NDT
539,INDUSTRIAL SAFTEY ,Theory,IS
540,ADVANCED THEORY OF MACHINES,Theory,ATM
541,NUMERICAL METHODS,Theory,04ME6518
542,DC Machines and Transformers,Theory,EE205
543,Linear System Analysis,Theory,LSA
544,Electromagnetic Theory,Theory,ET
545,Digital Systems and Computer Organisations,Theory,DSCO
546,Computer Programming,Theory,AU208
547,Computer Programming LAB,Theory,AU232
548,Electronics Circuits Lab,Theory,CS233
549,Power Generation & Distribution ,Theory,PGD
550,Induction Machines,Theory,IM
551,Micro  Controllers & Embedded Systems ,Theory,MCES
552,Renewable energy sources,Theory,RES
553,Power Electronics Lab,Theory,04EE6390
554,Micro processor And Microcontroller Lab,Theory,MICRO LAB
555,Power System Analysis,Theory,EE306
556,Switch Gear and Protection,Theory,SGP
557,Electrical system design,Theory,EE405
558,Advanced Power Systems,Theory,APS
559,Computer Network,Theory,CN
560,Distributed Power Systems,Theory,DPS
561,Electrical Machines Lab II,Theory,EE333
562,Design of Steel Structures - Tutorial,Theory,Design of Steel Structures - Tutorial
563,Geotechnical Engineering II - Tutorial,Theory,Geotechnical Engineering II - Tutorial
564,Structural Analysis II - Tutorial,Theory,Structural Analysis II - Tutorial
565,Transportation Engineering I - Tutorial,Theory,Transportation Engineering I - Tutorial
566,Water Resources Engineering - Tutorial,Theory,Water Resources Engineering - Tutorial
567,Concrete Technology - Tutorial,Theory,Concrete Technology - Tutorial
568,Engineering Mathematics III - Tutorial,Theory,Engineering Mathematics III - Tutorial
569,Construction Engineering and Management - Tutorial,Theory,Construction Engineering and Management - Tutorial
570,Mechanics of Solids II - Tutorial,Theory,Mechanics of Solids II - Tutorial
571,Open Channel Flow and Hydraulic Machines - Tutorial,Theory,Open Channel Flow and Hydraulic Machines - Tutorial
572,Surveying II - Tutorial,Theory,Surveying II - Tutorial
573,Advanced Structural Design - Tutorial,Theory,Advanced Structural Design - Tutorial
574,Building Technology And Management - Tutorial,Theory,Building Technology And Management - Tutorial
575,Environmental Engineering II - Tutorial,Theory,Environmental Engineering II - Tutorial
576,Highway and Airfield Pavements - Tutorial,Theory,Highway and Airfield Pavements - Tutorial
577,Finite Element Analysis - Tutorial,Theory,Finite Element Analysis - Tutorial
578,Environmental Pollution Control Techniques - Tutorial,Theory,Environmental Pollution Control Techniques - Tutorial
579,DESIGN ENGINEERING - Practical,Theory,DESIGN ENGINEERING - Practical
580,Wireless Communication - Tutorial,Theory,Wireless Communication - Tutorial
581,Communication Networks - Tutorial,Theory,Communication Networks - Tutorial
582,Light Wave Communication - Tutorial,Theory,Light Wave Communication - Tutorial
583,Elective III  Micro Electro Mechanical Systems - Tutorial,Theory,Elective III  Micro Electro Mechanical Systems - Tutorial
584,Elective III Secure Communication - Tutorial,Theory,Elective III Secure Communication - Tutorial
585,Digital Communication Techniques - Tutorial,Theory,Digital Communication Techniques - Tutorial
586,Digital Signal Processing - Tutorial,Theory,Digital Signal Processing - Tutorial
587,Radiation and Propagation - Tutorial,Theory,Radiation and Propagation - Tutorial
588,Computer Architecture and Parallel Processing - Tutorial,Theory,Computer Architecture and Parallel Processing - Tutorial
589,Microcontrollers and Applications - Tutorial,Theory,Microcontrollers and Applications - Tutorial
590,Medical Electronics - Tutorial,Theory,Medical Electronics - Tutorial
591,Television & Radar Engineering - Tutorial,Theory,Television & Radar Engineering - Tutorial
592,Principles of Management - Tutorial,Theory,Principles of Management - Tutorial
593,Signals and Systems - Tutorial,Theory,Signals and Systems - Tutorial
594,Digital Electronics - Tutorial,Theory,Digital Electronics - Tutorial
595,Analog Communication - Tutorial,Theory,Analog Communication - Tutorial
596,Analog Circuits -II - Tutorial,Theory,Analog Circuits -II - Tutorial
597,Probability and Statistics - Tutorial,Theory,PS
598,Data Structures and Analysys of Computer Algorithms - Tutorial,Theory,DS
599,Microprocessors and Embedded Systems - Tutorial,Theory,MES
600,Operating Systems - Tutorial,Theory,OS
601,Object Oriented Programming with C++ - Tutorial,Theory,OOP
602,Operations Research - Tutorial,Theory,OR
603,Computer Networks - Tutorial,Theory,CN-Tutorial
604,Linux and Shell Programming - Tutorial,Theory,Linux
605,Object Oriented Modeling and Design - Tutorial,Theory,OOMD
606,Elective- I - Tutorial,Theory,Elective
607,Technical Communication - Tutorial,Theory,Commn
608,Digital Systems & Logic Designs - Tutorial,Theory,DSLD
609,Data Structures- C - Tutorial,Theory,DS
610,Software Lab-1V(C ++Lab) - Tutorial,Lab,C++ Lab
611,Statistics- II - Tutorial,Theory,Statistics
612,High Performance Computing - Tutorial,Theory,HPC
613,FLUID MECHANICS AND HYDRAULIC MACHINERY - Tutorial,Theory,FMHM
614,FLUID MECHANICS LAB - Tutorial,Lab,FM LAB
615,ENGINEERING MATHEMATICS IV - Tutorial,Theory,EM IV
616,COMPUTER AIDED DESIGN AND MANUFACTURING - Tutorial,Theory,CADM
617,AUTO CHASSIS - Tutorial,Theory,AC
618,KINEMATICS OF MACHINERY - Tutorial,Theory,KM
619,I C ENGINES AND COMBUSTION - Tutorial,Theory,IC
620,Problem Solving and Computer Programming - Tutorial,Theory,PSCP
621,Computer Organization - Tutorial,Theory,CO
622,Switching Theory and Logic Design - Tutorial,Theory,STLD
623,Electronic Devices and Circuits - Tutorial,Theory,EDC
624,Database Management Systems - Tutorial,Theory,DMS
625,Advanced Microprocessors & Peripherals - Tutorial,Theory,AMP
626,Web Technologies - Tutorial,Theory,WT
627,Compiler Construction - Tutorial,Theory,CC
628,Computer Graphics - Tutorial,Theory,CG
629,Principles of Programming Languages - Tutorial,Theory,PPL
630,System ProgrammingLab - Tutorial,Lab,SP LAB
631,Seminar - Tutorial,Theory,SEMINAR
632,THERMODYNAMICS - Tutorial,Theory,TD
633,ADVANCED AUTOMOTIVE TECHNOLOGY - Tutorial,Theory,AAT
634,AUTO ELECTRICAL AND ELECTRONICS - Tutorial,Theory,AEE
635,MECHANICS OF SOLIDS I - Tutorial,Theory,MOS
636,SURVEYING I  - Tutorial,Theory,SUR-I
637,ENGINEERING GEOLOGY - Tutorial,Theory,EG
638,COMPUTER PROGRAMMING - Tutorial,Lab,CP
639,DESIGN OF CONCRETE STRUCTURES I  - Tutorial,Theory,DCS
640,GEOTECHNICAL ENGINEERING â€“ I  - Tutorial,Theory,GTE
641,QUANTITY SURVEYING AND VALUATION - Tutorial,Theory,QS
642,STRUCTURAL ANALYSIS I  - Tutorial,Theory,SA-I
643,DESIGN OF HYDRAULIC STRUCTURES - Tutorial,Theory,DHS
644,ENVIRONMENTAL ENGINEERING - I  - Tutorial,Theory,EE
645,ARCHITECTURE AND TOWN PLANNING - Tutorial,Theory,ATP
646,TRANSPORTATION ENGINEERING - II  - Tutorial,Theory,TE
647,PRESTRESSED CONCRETE (Elective II )  - Tutorial,Elective,PC EL-II
648,Discrete and Integrated Electronic  Circuits - Tutorial,Theory,DAIEC
649,Principles of Communication Engineering - Tutorial,Theory,PCE
650,Micoprocessors and Microcontrollers - Tutorial,Theory,MMC
651,Data Communication - Tutorial,Theory,DC
652,Language Translators - Tutorial,Theory,LT
653,FINANCIAL MANAGEMENT AND E-  BANKING - Tutorial,Theory,FMEB
654,COMPUTER GRAPHICS & MULTIMEDIA   SYSTEMS - Tutorial,Theory,CGAMS
655,INTERNETWORKING - Tutorial,Theory,IN
656,WEB APPLICATIONS DEVELOPMENT - Tutorial,Theory,WAD
657,Data mining - Tutorial,Elective,DM
658,Advanced Mechanics of  Materials - Tutorial,Theory,AMM
659,Introduction to Mechanical Sciences - Tutorial,Theory,INS
660,Sustainable Engineering - Tutorial,Theory,SE
661,ENGINEERING MATHEMATICS  - Tutorial,Theory,EM
662,Electrical and Electronic Engineering - Tutorial,Theory,EEE
663,Physical Metallurgy - Tutorial,Theory,PM
664,Mineral Dressing - Tutorial,Theory,MB
665,Dynamics of Machines - Tutorial,Theory,DOM
666,Metal Joining Technology - Tutorial,Theory,MJT
667,Iron and Steel Making - Tutorial,Theory,ISM
668,"Pyro, Hydro, Electro Metallurgy - Tutorial",Theory,PHEM
669,"Fuels, Furnaces and Refractories - Tutorial",Theory,FFR
670,Metallurgical Thermodynamics - Tutorial,Theory,MTTH
671,Sales and Marketing Management - Tutorial,Theory,SMM
672,Corrosion Science and Engineering - Tutorial,Theory,CSE
673,Non Destructive Testing and Failure Analysis - Tutorial,Theory,NDT
674,"Ceramics, Polymers and Composites Materials - Tutorial",Theory,CPC
675,Theory of Metal Forming - Tutorial,Theory,TMF
676,Powder Metallurgy - Tutorial,Theory,PM
677,High Temperature Materials - Tutorial,Theory,HTM
678,DESIGN OF MACHINE ELEMENTS 1 - Tutorial,Theory,DME1
679,Electric Circuit Theroy - Tutorial,Theory,ECT
680,Electrical Measurements and Measuring instruments - Tutorial,Theory,EM & MI
681,Electronic Circuit  - Tutorial,Theory,EC
682,Mechanical Technology - Tutorial,Theory,MT
683,Signals & Systems - Tutorial,Theory,SS
684,Power Electronics - Tutorial,Theory,PE
685,Linear Integrated Circuits - Tutorial,Theory,LIC
686,Microporcessor and Application - Tutorial,Theory,MA
687,Electric Power transmission - Tutorial,Theory,EPT
688,Synchronous machines - Tutorial,Theory,SM
689,Drives and control - Tutorial,Theory,DC
690,Modern control theory - Tutorial,Theory,MCT
691,Communication engineerig - Tutorial,Theory,CE
692,Electric Drives & Control - Tutorial,Theory,EDC
693,INTRODUCTION TO CHEMCIAL ENGINEERING - Tutorial,Theory,ICE
694,PHYSICAL AND ANALYTICAL CHEMISTRY - Tutorial,Theory,PAC
695,PROCESS CALCULATION - Tutorial,Theory,PC
696,FLUID AND PARTICLE MECHANICS - Tutorial,Theory,FPM
697,CHEMICAL REACTION ENGINEERING I  - Tutorial,Theory,CRE
698,HEAT TRANSFER II - Tutorial,Theory,HT II
699,CHEMICAL TECHNOLOGY I - Tutorial,Theory,CT I
700,MASS TRANSFER OPERATIONS I - Tutorial,Theory,MTO I
701,CHEMICAL ENGINEERING THERMODYAMICS II - Tutorial,Theory,CET II
702,PC Hardware  - Tutorial,Theory,PCH
703,BASIC ELECTRICAL ENGINEERING - Tutorial,Theory,EE
704,VALUE EDUCATION - Tutorial,Theory,VE
705,"BASIC ELECTRONICS ENGINEERING	 - Tutorial",Theory,EL
706,INTRODUCTION TO CIVIL ENGINEERING - Tutorial,Theory,ICE
707,Introduction to computing and problem solving - Tutorial,Theory,ICS
708,ENGINEERING PHYSICS - Tutorial,Theory,PH
709,INTRODUCTION TO ELECTRICAL ENGINEERING  - Tutorial,Theory,IEE
710,MECHANICAL WORKSHOP - Tutorial,Lab,ME
711,Mathematical Foundation of Computer Science - Tutorial,Theory,MFCS
712,Statistics I - Tutorial,Theory,Stat I
713,Integrated Circuites & PC Hardware - Tutorial,Theory,IC & PCH
714,Programming methodology & C Programming - Tutorial,Theory,PM & CP
715,Computer Organization and Architecture  - Tutorial,Theory,COA
716,Principles of Management and Accounting  - Tutorial,Theory,PMA
717,Structured  Programming in C  - Tutorial,Theory,C
718,Java and Web Programming - Tutorial,Theory,JWP
719,System Software - Tutorial,Theory,SS
720,Software Engineering  - Tutorial,Theory,SE
721,ANALYTICAL FOUNDATION FOR COMMUNICATION ENGINEERING - Tutorial,Theory,AFCE
722,ADVANCED DIGITAL COMMUNICATION TECHNIQUES - Tutorial,Theory,ADCT
723,ALGEBRAIC CODING THEORY - Tutorial,Theory,ACT
724,HIGH FREQUENCY CIRCUIT DESIGN - Tutorial,Theory,HFCD
725,SIGNAL PROCESSING FOR SPEECH AND IMAGE - Tutorial,Theory,SPFS
726,Optimization Techniques  for Engineering Applications - Tutorial,Theory,OTEA
727,NonConventional Energy Sources - Tutorial,Theory,MCES
728,Energy Resources Economics & Enviornment - Tutorial,Theory,EREE
729,Power Electronic Circuits - Tutorial,Theory,PEC
730,Elective I (Industrial Thermal Systems) - Tutorial,Theory,ITS
731,"Power Electronic Devices & Circuits	 - Tutorial",Theory,PEDC
732,Computer Application in PowerSystems-Tutorial,Theory,CAPS
733,"Power System Operation and  Control	 - Tutorial",Theory,PSOC
734,"Elective I- Electric Drives & Systems	 - Tutorial",Theory,EDS
735,Mathematical Methods - Tutorial,Theory,MM
736,Introduction to Nanotechnology - Tutorial,Theory,INT
737,Physics of Nanomaterials - Tutorial,Theory,PN
738,Engineering Principles for Nanotechnology - Tutorial,Theory,PNT
739,Elective 1-Carbon Nanomaterial Science and Technology - Tutorial,Theory,CNST
740,Advanced Engineering Mathematics(MATHS) - Tutorial,Theory,Maths
741,Theory of Vibrations(TOV) - Tutorial,Theory,TOV
742,Advanced Mechanics  of Solids - Tutorial,Theory,AMOS
743,Design of Power Transmission Elements - Tutorial,Theory,DPTE
744,Elective I /ADDITIVE MANUFACTURING - Tutorial,Theory,AM
745,Computational Intelligence - Tutorial,Theory,CI
746,Advanced Data Structures and Algorithms - Tutorial,Theory,ADSA
747,Computer Security and Applied Cryptography - Tutorial,Theory,CSAC
748,Modern Computer Networks - Tutorial,Theory,MCN
749,Object Oriented Software Engineering - Tutorial,Theory,OOSE
750,Analytical Methods in Engineering - Tutorial,Theory,AME
751,Theory of Elasticity - Tutorial,Theory,TE
752,Structural Dynamics - Tutorial,Theory,SD
753,Advanced Design of Concrete Structures - Tutorial,Theory,ADCS
754,Advanced Concrete Technology - Tutorial,Theory,ACT
755,Construction Management - Tutorial,Theory,CM
756,"Construction Planning, Scheduling and Control - Tutorial",Theory,CPSC
757,Engineering Chemistry - Tutorial,Theory,EC T
758,Big Data Processing - Tutorial,Theory,BDP
759,Computer Security - Tutorial,Theory,CS
760,InT AND DISTRIBUTED APPLICATIONS  - Tutorial,Theory,ITDA
761,USER INTERFACE DESIGN - Tutorial,Theory,UID
762,Advanced Communication Networks - Tutorial,Theory,ACN
763,Multicarrier and MIMO Communication Systems - Tutorial,Theory,MMCS
764,Adaptive Signal Processing  Techniques - Tutorial,Theory,ASPT
765,Elective 1-Advanced Wireless &  Mobile Communication  system  - Tutorial,Theory,AWMC
766,Elective 2- Neural Networks and applications - Tutorial,Theory,NNA
767,Accounting and Financial Management - Tutorial,Theory,AFM
768,Visual Programming(VB) - Tutorial,Theory,VB
769,BASIC CIVIL ENGINEERING - Tutorial,Theory,BCE
770,Advanced Communication Systems - Tutorial,Theory,ADS
771,Maters Thesis Phase-I - Tutorial,Theory,Maters Thesis Phase-I
772,Differential Equation  - Tutorial,Theory,Differential Equation 
773,OBJECT ORIENTED PROGRAMMING - Tutorial,Theory,OOP
774,DATA STRUCTURES AND ALGORITHMS - Tutorial,Theory,DSA
775,SIGNALS AND COMMUNICATION SYSTEMS - Tutorial,Theory,SCS
776,THEORY OF COMPUTATION - Tutorial,Theory,TOC
777,MICROPROCESSOR SYSTEMS - Tutorial,Theory,MS
778,DESIGN AND ANALYSIS OF ALGORITHM - Tutorial,Theory,DAA-Tutorial
779,INTERNET COMPUTING - Tutorial,Theory,IC
780,UNIX SHELL PROGRAMMING - Tutorial,Theory,UNIX
781,ARTIFICIAL INTELLIGENCE - Tutorial,Theory,AI
782,SECURITY IN COMPUTING - Tutorial,Theory,SIC
783,ADVANCED DATABASE MANAGEMENT - Tutorial,Theory,ADM
784,AUTOMATA THEORY AND COMPUTABILITY - Tutorial,Theory,ATAC
785,HIGH PERFORMANCE COMPUTER ARCHITECTURE - Tutorial,Theory,HPCA
786,ELECTIVE 2 - WEB SECURITY - Tutorial,Theory,EL2- WS
787,ELECTIVE 3 - DIGITAL IMAGE PROCESSING - Tutorial,Theory,El3-DIP
788,HEAT TRANSFER I  - Tutorial,Theory,HTI
789,ORGANIC CHEMISTRY  - Tutorial,Theory,OC
790,MECHANICAL OPERATIONS - Tutorial,Theory,MO
791,MACHINE DRAWING - Tutorial,Theory,MD
792,CHEMICAL ENGINEERING THERMODYNAMICSI  - Tutorial,Theory,CETD I
793,MASS TRANSFER OPERATIONS II  - Tutorial,Theory,MTII
794,ENVIRONMENTAL ENGINERERING - Tutorial,Theory,ENV
795,CHEMICAL TECHNOLOGY II - Tutorial,Theory,CT II
796,PROCESS DYNAMICS AND CONTROL - Tutorial,Theory,PDC
797,CHEMCIAL REACTION ENGINEERING II - Tutorial,Theory,CRE II
798,Advanced Material Characterization - Tutorial,Theory,AMC
799,"Creep, Fatigue and Fracture Mechanics - Tutorial",Theory,CFF
800,Alloy design and applications - Tutorial,Theory,ADA
801,Operations Management - Tutorial,Theory,OM
802,Industrial Safety - Tutorial,Theory,IS
803,Non-Ferrous Physical Metallurgy - Tutorial,Theory,NFPM
804,Secondary and advanced steel making - Tutorial,Theory,SASM
805,Foundry Technology - Tutorial,Theory,FT
806,Metallography and X-ray diffraction - Tutorial,Theory,MXD
807,Non-ferrous extractive metallurgy - Tutorial,Theory,NFEM
808,Nuclear Metallurgy - Tutorial,Theory,NM
809,Mechanical Behaviour and Testing - Tutorial,Theory,MBT
810,Phase Transformation and heat treatment - Tutorial,Theory,FTHT
811,"Electrical, Electronic, optical and magnetic materials - Tutorial",Theory,EEOM
812,Transport Phenomenon - Tutorial,Theory,TP
813,Design of Transmission Elements - Tutorial,Theory,DTE
814,Special Type of Vehicles - Tutorial,Theory,STV
815,Mechanics of Machines - Tutorial,Theory,MM
816,Heat and Mass Transfer - Tutorial,Theory,HMT
817,Automotive Transmission - Tutorial,Theory,AT
818,Metrology and Machine Tools - Tutorial,Theory,MMT
819,Mechatronics and Control Systems - Tutorial,Theory,MCS
820,Auto Power Plant - Tutorial,Theory,APP
821,Manufacturing Process - Tutorial,Theory,MP
822,Electrical Technology - Tutorial,Theory,ET
823,"Cryptography and Netwrok Security		 - Tutorial",Theory,CNS
824,Civil Engineering Drawing - Tutorial,Theory,CED
825,Thermal Systems & Applications - Tutorial,Theory,TSA
826,Metrology & Machine Tools - Tutorial,Theory,MMT
827,Hydraulic Machines - Tutorial,Theory,HM
828,PRODUCTION ENGINEERING  - Tutorial,Theory,PM
829,ADVANCED THEORY OF MACHINES - Tutorial,Theory,ATM
830,NUMERICAL METHODS - Tutorial,Theory,NM
831,DC Machines and Transformers - Tutorial,Theory,DCMT
832,Linear System Analysis - Tutorial,Theory,LSA
833,Electromagnetic Theory - Tutorial,Theory,ET
834,Digital Systems and Computer Organisations - Tutorial,Theory,DSCO
835,Power Generation & Distribution  - Tutorial,Theory,PGD
836,Induction Machines - Tutorial,Theory,IM
837,Micro  Controllers & Embedded Systems  - Tutorial,Theory,MCES
838,Power System Analysis  - Tutorial,Theory,PSA
839,Switch Gear and Protection - Tutorial,Theory,SGP
840,Electrical System Design - Tutorial,Theory,ESD
841,Elective III - Tutorial,Theory,Elective III - Tutorial
842,Elective IV - Tutorial,Theory,Elective IV - Tutorial
843,Projcet Planning and Implementation,Theory,04CE6402
844,Theory of Plates and Shells,Theory,04CE6406
845,Construction Methods and Equipments,Theory,04CE6416
846,Quantitative Methods in Construction,Theory,04CE6424
847,Structural Engineering Lab,Theory,04CE6494
848,Bridge Engineering,Theory,04CE6102
849,Microstructure and Innovations in Structural Concrete,Theory,04CE6116
850,Earthquake Resistant Design,Theory,04CE6118
851,Computer Aided Engineering Design,Theory,04ME6594
852,Switch Mode Power Converters,Theory,04EE6302
853,Embedded controllers for power converters,Theory,04EE6602
854,Power System Dynamics and Stability,Theory,04EE6418
855,Computational Intelligent Techniques,Theory,04EE6002
856,FACTS and Power Quality,Theory,04EE6444
857,Grid Integration of Solar PV System,Theory,04EE6304
858,Wind and Hybrid Energy Systems,Theory,04EE6504
859,Utilization of Solar Thermal Energy,Theory,04EE6508
860,Advanced Renewable Energy Lab,Theory,04EE6594
861,Power Electronics Lab,Theory,PE Lab
862,Energy Management and Audit,Theory,04EE6502
863,Industrial Training,Theory,Industrial Training
864,Object Oriented Programming with java,Theory,oop
865,Object Oriented Programming with Java - Tutorial,Theory,Object Oriented Programming with Java - Tutorial
866,MATERIAL SCIENCE AND ENGINEERING TUTORIAL,Elective,MSE
867,Energy Efficient Buildings,Theory,04EE7505
868,Microcontroller Applications in Power Convertors,Theory,MAP
869,MODELLING AND SIMULATION FOR PROCESS INDUSTRIES - TUTORIAL,Theory,MODELLING AND SIMULATION FOR PROCESS INDUSTRIES - TUTORIAL
870,INDUSTRIAL NANOTECHNOLOGY,Theory,04CH6102
871,Experimental And Characterization Techniques For Nanotechnology,Theory,04CH6106
872,NANO TOXICOLOGY,Theory,NT
873,Polymer Nanocomposites,Theory,04CH6118
874,INDUSTRIAL NANOTECHNOLOGY - TUTORIAL,Theory,IN
875,ADVANCED NANOMATERIALS,Theory,04CH6104
876,LAB II,Theory,04CH6194
877,Masters Thesis Phase-II,Theory,Masters Thesis Phase-II
878,Communication Skills,Theory,CS
879,Teaching Assistance,Theory,TA
880,Multimedia Systems,Theory,MS
881,Management Information Systems,Theory,MIS
882,Software Lab-VII(Java Lab),Theory,Java Lab
883,Viva voce,Theory,Viva voce
884,MCA S6 Project,Final Project,Main Project
885,Linear Algebra & Complex Analysis,Theory,MA201
886,Fluid Mechanics & Machinery,Theory,ME200
887,S I Engines & Combustion,Theory,AU201
888,Business Economics_Life Skills,Theory,BE
889,Fluid Mechanics & Machines Lab,Lab,ME230
890,Material Testing Lab,Lab,MTL
891,PROJECT PRELIMINARIES,Lab,PP
892,Metallurgical Thermodynamics and Kinetics,Theory,MTK
893,Mineral Beneficiation,Theory,MB
894,Computer Programming in C,Theory,CP
895,Mineral Dressing Lab,Lab,MD
896,Computer Programming in C Laboratory,Lab,CP lab
897,CHEMICAL ENGINEERING DESIGN AND DRAWING I,Theory,CED
898,Process Instrumentation,Theory,CH403
899,PETROLEUM REFINERY ENGINEERING ANDPETROCHEMICALS,Theory,PRE
900,ECONOMICS AND MANAGEMENT FOR PROCESS INDUSTRIES,Theory,EAMPI
901,FOOD TECHNOLOGY AND ENGINEERING,Theory,FTE
902,BIOCHEMICAL ENGINEERING,Theory,BCE
903,CHEMICAL ENGINEERING DESIGN SOFTWARE LAB,Lab,CEDS
904,Mass transfer operations lab,Lab,CH332
905,SEMINAR AND MAJOR PROJECT,Lab,SP
906,Life Skills/Business Economics,Theory,HS210
907,Chemical Process Calculations,Theory,CH201
908,Discrete Computational Structures,Theory,DCS
909,Particle Technology,Theory,CH203
910,Chemistry for Process Engineering â€“I,Theory,CH207
911,Chemistry Lab for Process Engineering,Lab,CH231
912,Data Structures,Theory,CS205
913,Chemical Technology and Environmental Engg Lab,Lab,CH233
914,Business Economics,Theory,BE
915,Data Structures Lab,Lab,CS231
916,Digital Circuits Lab,Lab,IT231
917,Microprocessor Lab,Lab,CS332
918,"Circuits ,Networks & Systems",Theory,CNAS
919,Analog Electronic Circuits,Theory,EE203
920,Electronic Circuits Lab,Lab,EE231
921,Electrical CAD Lab,Lab,ECL
922,Project,Lab,CS492
923,Logic Circuit Design,Theory,EC207
924,Electronic Devices & Circuits Lab,Lab,EC231
925,EDA Lab,Lab,EC 223
926,Electrical Drives and Power Electronics,Theory,EC010 504 (EE)
927,Electrical Drives and Power Electronics Lab,Lab,EC010 508(EE)
928,Digital Image Processing,Theory,CS463
929,Anteena Theory & Design,Theory,EC010 706Lxx
930,Aptitude - Activity,Lab,Aptitude
931,Mechanics of Solids,Theory,CE201
932,Mechanics of Fluids,Theory,ME203
933,Metullurgy and Materials Engineering,Theory,ME 207
934,Computer Aided Machine Drawing Lab,Theory,ME231
935,Linear Algebra and Complex Analysis-tutorial,Lab,MA 201 
936,Mechanics of Fluids-TUTORIAL ,Lab,ME203
937,Metullurgy and Materials Engineering- Tutorial,Lab,ME 207 
938,Basics of Electrical Engineering,Theory,EE100
939,English - Softskills,Lab,ES
940,Web Application Development Lab,Lab,IT431
941,Remedial Class,Lab,RC
942, Complex Analysis linear algebra and integral Transforms,Theory,CALAIT
943,Chemical Process Calculations-Tutorial,Lab,CPC
944,Particle Technology-Tutorial,Theory,PT
945,Chemistry for Process Engineers/Tutorial ,Theory,CFPE
946,CALCULUS (MA) - Tutorial,Theory,C
947,ENGINEERING PHYSICS (PH) - Tutorial,Theory,EP
948,ENGINEERING MECHANICS (EM) - Tutorial,Theory,EM
949,INTRODUCTION TO CHEMICAL ENGINEERING (ICH) - Tutorial,Theory,IC
950,BASIC ELECTRICAL ENGINEERING (BEE) - Tutorial,Theory,BEE
951,Personality Development,Lab,PD
952,Mango Waves,Lab,MW
953,Mentoring- Library,Lab,ML
954,"Technical Session 	",Lab,TS
955,INTRODUCTION TO COMPUTER SCIENCE ENGINEERING ,Theory,ICS
956,PHP Programming,Theory,PHP
957,Software Lab-IX(PHP Lab),Lab,PHP Lab
958, Software Lab-X(Linux & Shell Pgm Lab),Lab,Linux
959,Introduction to Computers and PC hardware,Theory,INMCA107
960,Fundamentals of Accountancy,Theory,INMCA109
961,Office Automation Lab,Lab,INMCA131
962,Digital Fundamentals,Theory,RLMCA109
963,Applied Statistics Lab,Lab,RLMCA133
964,Discrete Mathematics,Theory,RLMCA103
965,Applied Probability and Statistics,Theory,RLMCA105
966,Communication & Soft skills,Lab,COMSS
967,Web Programming,Theory,RLMCA209
968,Web Programming Lab,Lab,RLMCA233
969,Elective IV (Cyber Forensics),Theory,CY
970,Big Data Processing,Theory,04CS7109
971,Design of Tall Buildings,Theory,04CE7107
972,Maintenance and Rehab. of Structures,Theory,MRS
973,Seminar 2,Theory,Seminar
974,Electricity Deregulation,Theory,04 EE 7421
975,Cloud Computing,Theory,04EC7305
976,Communication Network Security,Theory,04EC7311
977,Coding Theory,Theory,CT
978,Advanced Optical Communication,Theory,AOC
979,Introduction to Computer Science Tutorial,Theory,ICS
980,Power Electronic Applications in Renewable Energy,Theory,04EE7303
981,Visual Programming(VB.NET),Theory,VB.NET
982,Visual Programming LAB(VB.NET),Lab,VB.NET Lab
983,Photonics and Plasmonics,Elective,04CH7107
984,GREEN MANUFACTURING TECHNOLOGIES,Elective,04  CH 7111
985,PROJECT PHASE I,Lab,04  CH  6192
986,Engineering Geology,Lab,CE205
987,Elective I /ADDITIVE MANUFACTURING(AM),Theory,AM
988,SENSORS FOR INDUSTRIAL APPLICATIONS,Theory,04ME7503
989,ADVANCED MATERIALS AND PROCESSES,Theory,04ME7511
990,Software Engineering Tutorial,Theory,SE Tutorial
991,Computer Networks-Tutorial,Theory,CN  Tutorial
992,Database Management Systems-Tutorial,Theory,DBMS Tutorial
993,Web Programming-tutorial,Theory,WP-tutorial
994,Problem Solving and Computer Programming-Tutorial,Theory,P&C Tutorial
995,Principles of Management-Tutorial,Theory,PM-Tutorial
996,Digital Fundamentals-Tutorial,Theory,DF Tutorial
997,Applied Probabilty and Statistics-Tutorial,Theory,APS  Tutorial
998,Discrete Mathematics-Tutorial,Theory,DM Tutorial
999,Introduction to Computers & PC hardware-Tutorial,Theory,Tutorial
1000,Fundamentals of Accountancy Tutorial,Theory,FAC  Tutorial
